#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FLNA	CTSS	1855120	1854929	9606.ENSP00000358866	9606.ENSP00000357981	0	0	0	0	0	0	0	0.172	0.172
ACTR2	FGR	1856793	1856028	9606.ENSP00000367220	9606.ENSP00000363115	0	0	0	0	0.057	0.079	0	0.124	0.172
B2M	ATP5B	1862817	1845043	9606.ENSP00000452780	9606.ENSP00000262030	0	0	0	0	0	0	0	0.172	0.171
H2AFY	YWHAZ	1861595	1849183	9606.ENSP00000423563	9606.ENSP00000309503	0	0	0	0	0.099	0.053	0	0.106	0.171
ITGB2	BIN2	1848511	1845911	9606.ENSP00000303242	9606.ENSP00000267012	0	0	0	0	0.171	0	0	0	0.171
CTSS	SDCBP	1854929	1844759	9606.ENSP00000357981	9606.ENSP00000260130	0	0	0	0	0.137	0	0	0.078	0.171
GNB2L1	ACTR2	1861691	1856793	9606.ENSP00000426909	9606.ENSP00000367220	0	0	0	0	0.072	0.100	0	0.088	0.171
B2M	ENO1	1862817	1843405	9606.ENSP00000452780	9606.ENSP00000234590	0	0	0	0	0	0	0	0.171	0.171
TPM3	LDHB	1854817	1843197	9606.ENSP00000357516	9606.ENSP00000229319	0	0	0	0	0.061	0.049	0	0.146	0.171
NCF2	BIN2	1854612	1845911	9606.ENSP00000356505	9606.ENSP00000267012	0	0	0	0	0.171	0	0	0	0.171
B2M	HCK	1862817	1856392	9606.ENSP00000452780	9606.ENSP00000365012	0	0	0	0	0	0	0	0.171	0.171
MYO1F	DOK2	1852870	1846493	9606.ENSP00000344871	9606.ENSP00000276420	0	0	0	0	0.170	0	0	0	0.171
ATP6V0B	ENO1	1861883	1843405	9606.ENSP00000431605	9606.ENSP00000234590	0	0	0	0	0.105	0.065	0	0.089	0.171
FLT3LG	TNFSF13B	1864052	1856399	9606.ENSP00000468977	9606.ENSP00000365048	0	0	0	0	0	0	0	0.172	0.171
AHNAK	JUND	1856799	1844164	9606.ENSP00000367263	9606.ENSP00000252818	0	0	0	0	0	0	0	0.172	0.171
PPT1	NUP214	1859833	1853838	9606.ENSP00000394863	9606.ENSP00000352400	0	0	0	0	0	0	0	0.172	0.171
GMFG	TNFRSF1B	1864741	1856466	9606.ENSP00000472249	9606.ENSP00000365435	0	0	0	0	0.169	0	0	0.044	0.171
APOBEC3G	ICAM3	1859014	1842275	9606.ENSP00000385057	9606.ENSP00000160262	0	0	0	0	0	0	0	0.172	0.171
CTSD	PFN1	1843439	1843040	9606.ENSP00000236671	9606.ENSP00000225655	0	0	0	0	0.090	0	0	0.126	0.171
SAMHD1	SRGN	1845231	1843628	9606.ENSP00000262878	9606.ENSP00000242465	0	0	0	0	0.122	0	0	0.095	0.171
ATP6V0B	TALDO1	1861883	1850327	9606.ENSP00000431605	9606.ENSP00000321259	0	0	0	0	0.147	0	0	0.067	0.171
FYN	SPOCK2	1853081	1850312	9606.ENSP00000346671	9606.ENSP00000321108	0	0	0	0	0.172	0	0	0.041	0.171
ATP6V0E1	SPCS1	1861726	1843331	9606.ENSP00000427941	9606.ENSP00000233025	0	0	0	0	0.112	0	0	0.104	0.171
HLA-E	SH2D1A	1856531	1855413	9606.ENSP00000365817	9606.ENSP00000360181	0	0	0	0	0	0	0	0.172	0.171
GLIPR1	RAC2	1845890	1843949	9606.ENSP00000266659	9606.ENSP00000249071	0	0	0	0	0.169	0.042	0	0	0.171
CLIC1	PGAM1	1856376	1855378	9606.ENSP00000364934	9606.ENSP00000359991	0	0	0	0	0	0	0	0.171	0.171
TPM3	ATP5B	1854817	1845043	9606.ENSP00000357516	9606.ENSP00000262030	0	0	0	0	0.062	0	0	0.152	0.171
PRELID1	EMP3	1848373	1846137	9606.ENSP00000302114	9606.ENSP00000270221	0	0	0	0	0	0	0	0.172	0.171
ETS1	RAC2	1858032	1843949	9606.ENSP00000376436	9606.ENSP00000249071	0	0	0	0	0	0.096	0	0.120	0.171
OAZ1	ALDOA	1863856	1851945	9606.ENSP00000464146	9606.ENSP00000336927	0	0	0	0	0.124	0.066	0	0.068	0.171
ARHGEF1	ANXA5	1851978	1847746	9606.ENSP00000337261	9606.ENSP00000296511	0	0	0	0	0	0	0	0.172	0.171
FGR	CORO1A	1856028	1842723	9606.ENSP00000363115	9606.ENSP00000219150	0	0	0	0	0.170	0	0	0	0.171
NCF2	ANXA5	1854612	1847746	9606.ENSP00000356505	9606.ENSP00000296511	0	0	0	0	0	0	0	0.171	0.171
SPOCK2	PIK3IP1	1850312	1842522	9606.ENSP00000321108	9606.ENSP00000215912	0	0	0	0	0.171	0	0	0	0.171
DBI	PFN1	1862158	1843040	9606.ENSP00000440698	9606.ENSP00000225655	0	0	0	0	0.090	0	0	0.126	0.171
PPT1	ENO1	1859833	1843405	9606.ENSP00000394863	9606.ENSP00000234590	0	0	0	0	0	0	0	0.172	0.171
TNFRSF1B	SRGN	1856466	1843628	9606.ENSP00000365435	9606.ENSP00000242465	0	0	0	0	0.157	0	0	0.057	0.171
FLNA	TPI1	1855120	1843191	9606.ENSP00000358866	9606.ENSP00000229270	0	0	0	0	0	0	0	0.171	0.171
PPIB	ANXA5	1848121	1847746	9606.ENSP00000300026	9606.ENSP00000296511	0	0	0	0	0.052	0.054	0	0.150	0.171
C10orf54	ITGB2	1858253	1848511	9606.ENSP00000378409	9606.ENSP00000303242	0	0	0	0	0.167	0	0	0.046	0.171
FLNA	HNRNPH1	1855120	1853404	9606.ENSP00000358866	9606.ENSP00000349168	0	0	0	0	0	0.166	0	0.047	0.171
CYBA	CTSD	1844952	1843439	9606.ENSP00000261623	9606.ENSP00000236671	0	0	0	0	0.114	0	0	0.101	0.170
SERF2	AP2S1	1859248	1845323	9606.ENSP00000387187	9606.ENSP00000263270	0	0	0	0	0.170	0	0	0	0.170
ATP5B	PFN1	1845043	1843040	9606.ENSP00000262030	9606.ENSP00000225655	0	0	0	0	0.104	0	0	0.111	0.170
MYO1F	ARHGDIB	1852870	1843176	9606.ENSP00000344871	9606.ENSP00000228945	0	0	0	0	0.148	0	0	0.065	0.170
LGALS3	ICAM3	1844285	1842275	9606.ENSP00000254301	9606.ENSP00000160262	0	0	0	0	0.048	0	0	0.164	0.170
PTP4A2	SAMHD1	1852872	1845231	9606.ENSP00000344909	9606.ENSP00000262878	0	0	0	0	0.072	0	0	0.142	0.170
PSMB9	HSP90B1	1856192	1848102	9606.ENSP00000363993	9606.ENSP00000299767	0	0	0	0	0.062	0	0	0.152	0.170
SNX10	NAMPT	1852734	1842925	9606.ENSP00000343709	9606.ENSP00000222553	0	0	0	0	0.103	0	0	0.113	0.170
FKBP1A	UBC	1857423	1852861	9606.ENSP00000371138	9606.ENSP00000344818	0	0	0	0	0.074	0	0	0.141	0.170
VAMP2	MGST1	1849692	1842163	9606.ENSP00000314214	9606.ENSP00000010404	0	0	0	0	0	0	0	0.170	0.170
PSME1	CTSS	1857560	1854929	9606.ENSP00000372155	9606.ENSP00000357981	0	0	0	0	0.093	0	0	0.123	0.170
HMHA1	IQGAP1	1849901	1846003	9606.ENSP00000316772	9606.ENSP00000268182	0	0	0	0	0.092	0	0	0.124	0.170
PSMA7	ATP5E	1855365	1843692	9606.ENSP00000359910	9606.ENSP00000243997	0	0	0	0	0.170	0	0	0	0.170
SEPT7	MYO1F	1858681	1852870	9606.ENSP00000381992	9606.ENSP00000344871	0	0	0	0	0.056	0.077	0	0.124	0.170
YWHAQ	MYL12A	1843478	1842673	9606.ENSP00000238081	9606.ENSP00000217652	0	0	0	0	0.094	0.065	0	0.099	0.170
TSPO	GRN	1851096	1842222	9606.ENSP00000328973	9606.ENSP00000053867	0	0	0	0	0.163	0	0	0.050	0.170
GNAI2	HSP90B1	1849590	1848102	9606.ENSP00000312999	9606.ENSP00000299767	0	0	0	0	0	0.069	0	0.145	0.170
MSN	CFP	1853976	1843854	9606.ENSP00000353408	9606.ENSP00000247153	0	0	0	0	0.103	0	0	0.113	0.170
COX7B	NDUFB1	1861313	1851285	9606.ENSP00000417656	9606.ENSP00000330787	0	0	0	0	0.077	0	0	0.137	0.170
GPX4	CYBA	1853015	1844952	9606.ENSP00000346103	9606.ENSP00000261623	0	0	0	0	0	0	0	0.170	0.170
MYO1F	TLN1	1852870	1849837	9606.ENSP00000344871	9606.ENSP00000316029	0	0	0	0	0.123	0	0	0.092	0.170
SET	GRN	1855735	1842222	9606.ENSP00000361777	9606.ENSP00000053867	0	0	0	0	0	0	0	0.170	0.170
TPI1	ARHGDIB	1843191	1843176	9606.ENSP00000229270	9606.ENSP00000228945	0	0	0	0	0.053	0	0	0.160	0.170
N4BP2L2	PTP4A2	1858722	1852872	9606.ENSP00000382328	9606.ENSP00000344909	0	0	0	0	0.166	0	0	0.045	0.170
LDHA	ANXA6	1862289	1853064	9606.ENSP00000445175	9606.ENSP00000346550	0	0	0	0	0.112	0.044	0	0.100	0.170
NCF2	MPEG1	1854612	1854104	9606.ENSP00000356505	9606.ENSP00000354335	0	0	0	0	0.169	0	0	0	0.169
C10orf54	TNFRSF1B	1858253	1856466	9606.ENSP00000378409	9606.ENSP00000365435	0	0	0	0	0.121	0	0	0.094	0.169
ETS1	TRAF3IP3	1858032	1854498	9606.ENSP00000376436	9606.ENSP00000355991	0	0	0	0	0.169	0	0	0	0.169
LEPROTL1	BIN2	1861736	1845911	9606.ENSP00000428281	9606.ENSP00000267012	0	0	0	0	0.169	0	0	0	0.169
TRAF3IP3	FYN	1854498	1853081	9606.ENSP00000355991	9606.ENSP00000346671	0	0	0	0	0.169	0	0	0	0.169
ANXA5	COX6B1	1847746	1843826	9606.ENSP00000296511	9606.ENSP00000246554	0	0	0	0	0.042	0	0	0.169	0.169
LEPROTL1	N4BP2L2	1861736	1858722	9606.ENSP00000428281	9606.ENSP00000382328	0	0	0	0	0.169	0	0	0	0.169
BTF3	PGAM1	1857250	1855378	9606.ENSP00000369965	9606.ENSP00000359991	0	0	0	0	0.131	0.071	0	0.052	0.169
MOB1A	FKBP1A	1858357	1857423	9606.ENSP00000379364	9606.ENSP00000371138	0	0	0	0	0	0.169	0	0	0.169
GNB2L1	YWHAH	1861691	1843937	9606.ENSP00000426909	9606.ENSP00000248975	0	0	0	0	0.090	0	0	0.125	0.169
POMP	HSP90AA1	1857291	1851814	9606.ENSP00000370222	9606.ENSP00000335153	0	0	0	0	0.117	0	0	0.097	0.169
MCL1	SLC7A7	1854935	1846977	9606.ENSP00000358022	9606.ENSP00000285850	0	0	0	0	0	0	0	0.169	0.169
UQCRB	EIF3E	1847046	1842805	9606.ENSP00000287022	9606.ENSP00000220849	0	0	0	0	0.169	0	0	0	0.169
NCOA4	PGK1	1859869	1855883	9606.ENSP00000395465	9606.ENSP00000362413	0	0	0	0	0	0	0	0.170	0.169
LEPROTL1	CMTM6	1861736	1842431	9606.ENSP00000428281	9606.ENSP00000205636	0	0	0	0	0.169	0	0	0	0.169
RTN4	SEC61B	1852043	1842987	9606.ENSP00000337838	9606.ENSP00000223641	0	0	0	0	0	0.170	0	0	0.169
GSTP1	HSP90B1	1858630	1848102	9606.ENSP00000381607	9606.ENSP00000299767	0	0	0	0	0	0	0	0.169	0.169
SNX10	LCP1	1852734	1849816	9606.ENSP00000343709	9606.ENSP00000315757	0	0	0	0	0.117	0	0	0.096	0.169
SET	ATP5B	1855735	1845043	9606.ENSP00000361777	9606.ENSP00000262030	0	0	0	0	0.053	0.095	0	0.108	0.169
PLAUR	NPM1	1852201	1847808	9606.ENSP00000339328	9606.ENSP00000296930	0	0	0	0	0	0	0	0.170	0.169
AAK1	CDC42SE1	1859169	1853493	9606.ENSP00000386456	9606.ENSP00000349773	0	0	0	0	0.164	0	0	0.047	0.169
C10orf54	GNAI2	1858253	1849590	9606.ENSP00000378409	9606.ENSP00000312999	0	0	0	0	0.169	0	0	0	0.169
GCA	HCK	1859832	1856392	9606.ENSP00000394842	9606.ENSP00000365012	0	0	0	0	0.131	0	0	0.083	0.169
CPPED1	FGL2	1857430	1843920	9606.ENSP00000371193	9606.ENSP00000248598	0	0	0	0	0.169	0	0	0	0.169
HNRNPH1	CAPZB	1853404	1845501	9606.ENSP00000349168	9606.ENSP00000264202	0	0	0	0	0	0	0	0.169	0.169
CTSB	YWHAZ	1852546	1849183	9606.ENSP00000342070	9606.ENSP00000309503	0	0	0	0	0.054	0.076	0	0.126	0.169
CFL1	ITGB2	1849206	1848511	9606.ENSP00000309629	9606.ENSP00000303242	0	0	0	0	0.074	0	0	0.139	0.169
DOK2	CORO1A	1846493	1842723	9606.ENSP00000276420	9606.ENSP00000219150	0	0	0	0	0.168	0	0	0	0.169
POMP	COX5B	1857291	1844605	9606.ENSP00000370222	9606.ENSP00000258424	0	0	0	0	0.168	0	0	0	0.169
LCP1	EEF2	1849816	1849021	9606.ENSP00000315757	9606.ENSP00000307940	0	0	0	0	0	0	0	0.169	0.169
AAK1	ZEB2	1859169	1848412	9606.ENSP00000386456	9606.ENSP00000302501	0	0	0	0	0.169	0	0	0	0.169
ANXA6	PFN1	1853064	1843040	9606.ENSP00000346550	9606.ENSP00000225655	0	0	0	0	0.118	0.054	0	0.083	0.169
ETS1	NCF2	1858032	1854612	9606.ENSP00000376436	9606.ENSP00000356505	0	0	0	0	0.103	0	0	0.112	0.169
CDA	KCTD12	1856229	1849932	9606.ENSP00000364212	9606.ENSP00000317141	0	0	0	0	0	0.169	0	0	0.169
RHOA	CTSC	1860210	1843108	9606.ENSP00000400175	9606.ENSP00000227266	0	0	0	0	0.054	0.054	0	0.145	0.168
ATP5B	SPCS1	1845043	1843331	9606.ENSP00000262030	9606.ENSP00000233025	0	0	0	0	0.167	0	0	0	0.168
COX5B	PSME2	1844605	1842623	9606.ENSP00000258424	9606.ENSP00000216802	0	0	0	0	0.103	0	0	0.111	0.168
LEPROTL1	ZEB2	1861736	1848412	9606.ENSP00000428281	9606.ENSP00000302501	0	0	0	0	0.168	0	0	0	0.168
LDHB	NAMPT	1843197	1842925	9606.ENSP00000229319	9606.ENSP00000222553	0	0	0	0	0.048	0	0	0.162	0.168
UQCRH	ENO1	1849197	1843405	9606.ENSP00000309565	9606.ENSP00000234590	0	0	0	0	0.103	0	0	0.111	0.168
RHOA	HLA-B	1860210	1860141	9606.ENSP00000400175	9606.ENSP00000399168	0	0	0	0	0	0.069	0	0.143	0.168
FKBP1A	FGR	1857423	1856028	9606.ENSP00000371138	9606.ENSP00000363115	0	0	0	0	0	0.101	0	0.113	0.168
APOBEC3G	ANXA6	1859014	1853064	9606.ENSP00000385057	9606.ENSP00000346550	0	0	0	0	0.168	0	0	0	0.168
UBA52	PDIA3	1859324	1848170	9606.ENSP00000388107	9606.ENSP00000300289	0	0	0	0	0.055	0.094	0	0.107	0.168
NPC2	S100A11	1862740	1846206	9606.ENSP00000451112	9606.ENSP00000271638	0	0	0	0	0.089	0	0	0.125	0.168
ACTR2	HMHA1	1856793	1849901	9606.ENSP00000367220	9606.ENSP00000316772	0	0	0	0	0.051	0.113	0	0.092	0.168
CHP1	PFN1	1851881	1843040	9606.ENSP00000335632	9606.ENSP00000225655	0	0	0	0	0.055	0.071	0	0.129	0.168
ETS1	PNISR	1858032	1854987	9606.ENSP00000376436	9606.ENSP00000358242	0	0	0	0	0.072	0.118	0	0.065	0.168
GCA	N4BP2L2	1859832	1858722	9606.ENSP00000394842	9606.ENSP00000382328	0	0	0	0	0.167	0	0	0	0.168
PPP1CA	CORO1A	1850792	1842723	9606.ENSP00000326031	9606.ENSP00000219150	0	0	0	0	0.168	0	0	0	0.168
GLIPR1	SRGN	1845890	1843628	9606.ENSP00000266659	9606.ENSP00000242465	0	0	0	0	0.168	0	0	0	0.168
N4BP2L2	NCF2	1858722	1854612	9606.ENSP00000382328	9606.ENSP00000356505	0	0	0	0	0.168	0	0	0	0.168
SERF2	TCEB2	1859248	1845114	9606.ENSP00000387187	9606.ENSP00000262306	0	0	0	0	0.168	0	0	0	0.168
TALDO1	LCP1	1850327	1849816	9606.ENSP00000321259	9606.ENSP00000315757	0	0	0	0	0.054	0	0	0.157	0.168
GSTO1	UBC	1855084	1852861	9606.ENSP00000358727	9606.ENSP00000344818	0	0	0	0	0.051	0.094	0	0.111	0.168
AAK1	LRRFIP1	1859169	1857969	9606.ENSP00000386456	9606.ENSP00000375857	0	0	0	0	0.168	0	0	0	0.168
PGK1	VMP1	1855883	1845106	9606.ENSP00000362413	9606.ENSP00000262291	0	0	0	0	0.070	0	0	0.143	0.168
AAK1	PTPRE	1859169	1844313	9606.ENSP00000386456	9606.ENSP00000254667	0	0	0	0	0.167	0	0	0	0.168
ANXA6	VAMP2	1853064	1849692	9606.ENSP00000346550	9606.ENSP00000314214	0	0	0	0	0.043	0	0	0.166	0.168
TNFSF13B	SRGN	1856399	1843628	9606.ENSP00000365048	9606.ENSP00000242465	0	0	0	0	0.161	0	0	0.049	0.168
ATG3	IQGAP1	1846848	1846003	9606.ENSP00000283290	9606.ENSP00000268182	0	0	0	0	0.168	0	0	0	0.168
PSMA7	EIF3K	1855365	1843908	9606.ENSP00000359910	9606.ENSP00000248342	0	0	0	0	0.124	0	0	0.089	0.168
PLAUR	HSP90AA1	1852201	1851814	9606.ENSP00000339328	9606.ENSP00000335153	0	0	0	0	0	0	0	0.168	0.167
N4BP2L2	NAMPT	1858722	1842925	9606.ENSP00000382328	9606.ENSP00000222553	0	0	0	0	0.167	0	0	0	0.167
SRSF5	PGK1	1858188	1855883	9606.ENSP00000377892	9606.ENSP00000362413	0	0	0	0	0.097	0.083	0	0.075	0.167
MSN	AP1S2	1853976	1851076	9606.ENSP00000353408	9606.ENSP00000328789	0	0	0	0	0.120	0	0	0.091	0.167
RHOG	S100A11	1852220	1846206	9606.ENSP00000339467	9606.ENSP00000271638	0	0	0	0	0.123	0	0	0.090	0.167
CTSB	CLEC7A	1852546	1848422	9606.ENSP00000342070	9606.ENSP00000302569	0	0	0	0	0	0	0	0.167	0.167
NCF2	RAP1B	1854612	1844015	9606.ENSP00000356505	9606.ENSP00000250559	0	0	0	0	0.116	0	0	0.096	0.167
GSTO1	AP2S1	1855084	1845323	9606.ENSP00000358727	9606.ENSP00000263270	0	0	0	0	0.131	0	0	0.081	0.167
RHOA	TSPO	1860210	1851096	9606.ENSP00000400175	9606.ENSP00000328973	0	0	0	0	0.053	0.103	0	0.099	0.167
ATP5G2	H3F3A	1858187	1854454	9606.ENSP00000377878	9606.ENSP00000355778	0	0	0	0	0.054	0	0	0.156	0.167
NCF2	MSN	1854612	1853976	9606.ENSP00000356505	9606.ENSP00000353408	0	0	0	0	0.049	0	0	0.161	0.167
N4BP2L2	CARD16	1858722	1856363	9606.ENSP00000382328	9606.ENSP00000364858	0	0	0	0	0.167	0	0	0	0.167
NPC2	SLC7A7	1862740	1846977	9606.ENSP00000451112	9606.ENSP00000285850	0	0	0	0	0.167	0	0	0	0.167
RNF130	PDIA3	1861825	1848170	9606.ENSP00000430237	9606.ENSP00000300289	0	0	0	0	0.100	0.087	0	0.068	0.167
TYROBP	LGALS3	1845185	1844285	9606.ENSP00000262629	9606.ENSP00000254301	0	0	0	0	0.096	0	0	0.116	0.167
LYST	BIN2	1857858	1845911	9606.ENSP00000374443	9606.ENSP00000267012	0	0	0	0	0.167	0	0	0	0.167
RTN4	APLP2	1852043	1845368	9606.ENSP00000337838	9606.ENSP00000263574	0	0	0	0	0.092	0	0	0.121	0.167
CPVL	CTSH	1845743	1842779	9606.ENSP00000265394	9606.ENSP00000220166	0	0	0	0	0.093	0	0	0.119	0.167
BIN2	CMTM6	1845911	1842431	9606.ENSP00000267012	9606.ENSP00000205636	0	0	0	0	0.167	0	0	0	0.167
SEC11A	NAMPT	1846006	1842925	9606.ENSP00000268220	9606.ENSP00000222553	0.073	0	0	0	0.054	0	0	0.127	0.167
BLVRB	GAPDH	1845339	1843185	9606.ENSP00000263368	9606.ENSP00000229239	0	0	0	0	0	0	0	0.167	0.167
HNRNPH1	LCP1	1853404	1849816	9606.ENSP00000349168	9606.ENSP00000315757	0	0	0	0	0.043	0.166	0	0	0.167
AHNAK	S100A11	1856799	1846206	9606.ENSP00000367263	9606.ENSP00000271638	0	0	0	0	0	0	0	0.167	0.167
DBI	SPCS1	1862158	1843331	9606.ENSP00000440698	9606.ENSP00000233025	0	0	0	0	0.167	0	0	0	0.167
FGR	CTSD	1856028	1843439	9606.ENSP00000363115	9606.ENSP00000236671	0	0	0	0	0.055	0.094	0	0.105	0.167
SAMHD1	LGALS3	1845231	1844285	9606.ENSP00000262878	9606.ENSP00000254301	0	0	0	0	0	0	0	0.168	0.167
C10orf54	ETS1	1858253	1858032	9606.ENSP00000378409	9606.ENSP00000376436	0	0	0	0	0	0	0	0.168	0.167
GNG5	POLR2L	1855316	1850615	9606.ENSP00000359675	9606.ENSP00000324124	0	0	0	0	0.168	0	0	0	0.167
VMP1	LGALS3	1845106	1844285	9606.ENSP00000262291	9606.ENSP00000254301	0	0	0	0	0.051	0	0	0.159	0.167
RAP1B	CLEC4A	1844015	1843201	9606.ENSP00000250559	9606.ENSP00000229332	0	0	0	0	0.167	0	0	0	0.167
N4BP2L2	CLEC4A	1858722	1843201	9606.ENSP00000382328	9606.ENSP00000229332	0	0	0	0	0.167	0	0	0	0.167
MYO1F	TYMP	1852870	1844096	9606.ENSP00000344871	9606.ENSP00000252029	0	0	0	0	0.167	0	0	0	0.167
TNFRSF1B	ICAM3	1856466	1842275	9606.ENSP00000365435	9606.ENSP00000160262	0	0	0	0	0.084	0	0	0.127	0.167
PABPC1	IQGAP1	1849591	1846003	9606.ENSP00000313007	9606.ENSP00000268182	0	0	0	0	0.111	0	0	0.100	0.166
PGLS	TYMP	1844144	1844096	9606.ENSP00000252603	9606.ENSP00000252029	0	0	0	0	0	0	0	0.166	0.166
PTP4A2	GAPDH	1852872	1843185	9606.ENSP00000344909	9606.ENSP00000229239	0	0	0	0	0.060	0	0	0.150	0.166
SDCBP	SRGN	1844759	1843628	9606.ENSP00000260130	9606.ENSP00000242465	0	0	0	0	0.115	0	0	0.094	0.166
GLIPR1	TYROBP	1845890	1845185	9606.ENSP00000266659	9606.ENSP00000262629	0	0	0	0	0.124	0	0	0.087	0.166
FLNA	LDHB	1855120	1843197	9606.ENSP00000358866	9606.ENSP00000229319	0	0	0	0	0.062	0.070	0	0.121	0.166
CAP1	CHP1	1855757	1851881	9606.ENSP00000361878	9606.ENSP00000335632	0	0	0	0	0.145	0	0	0.065	0.166
SLC7A7	TYMP	1846977	1844096	9606.ENSP00000285850	9606.ENSP00000252029	0.050	0	0	0	0.159	0	0	0	0.166
ANXA6	PSME2	1853064	1842623	9606.ENSP00000346550	9606.ENSP00000216802	0	0	0	0	0.166	0	0	0	0.166
CYBB	CFL1	1856898	1849206	9606.ENSP00000367851	9606.ENSP00000309629	0	0	0	0	0.061	0	0	0.148	0.166
HCK	TLN1	1856392	1849837	9606.ENSP00000365012	9606.ENSP00000316029	0	0	0	0	0.093	0	0	0.117	0.166
COX6B1	ENO1	1843826	1843405	9606.ENSP00000246554	9606.ENSP00000234590	0	0	0	0	0.143	0	0	0.066	0.166
LDHA	LCP1	1862289	1849816	9606.ENSP00000445175	9606.ENSP00000315757	0	0	0	0	0.062	0.070	0	0.121	0.166
UQCRB	SUB1	1847046	1845682	9606.ENSP00000287022	9606.ENSP00000265073	0	0	0	0	0.166	0	0	0	0.166
LDHA	FKBP1A	1862289	1857423	9606.ENSP00000445175	9606.ENSP00000371138	0	0	0	0	0.053	0.045	0	0.151	0.166
TALDO1	HSP90B1	1850327	1848102	9606.ENSP00000321259	9606.ENSP00000299767	0	0	0	0	0	0	0	0.166	0.166
SET	ARHGEF1	1855735	1851978	9606.ENSP00000361777	9606.ENSP00000337261	0	0	0	0	0	0	0	0.166	0.166
FYN	LGALS3	1853081	1844285	9606.ENSP00000346671	9606.ENSP00000254301	0	0	0	0	0	0	0	0.166	0.166
H2AFY	PKM	1861595	1850212	9606.ENSP00000423563	9606.ENSP00000320171	0.048	0	0	0	0.053	0	0	0.149	0.166
CARD16	IQGAP1	1856363	1846003	9606.ENSP00000364858	9606.ENSP00000268182	0	0	0	0	0.166	0	0	0	0.166
SET	PABPC1	1855735	1849591	9606.ENSP00000361777	9606.ENSP00000313007	0	0	0	0	0.118	0	0	0.094	0.166
HCK	CTSC	1856392	1843108	9606.ENSP00000365012	9606.ENSP00000227266	0	0	0	0	0.061	0	0	0.148	0.166
CD53	CTSZ	1846188	1842640	9606.ENSP00000271324	9606.ENSP00000217131	0	0	0	0	0.073	0	0	0.137	0.165
LDHA	SPCS1	1862289	1843331	9606.ENSP00000445175	9606.ENSP00000233025	0	0	0	0	0.165	0	0	0	0.165
LYST	ANXA5	1857858	1847746	9606.ENSP00000374443	9606.ENSP00000296511	0	0	0	0	0	0	0	0.165	0.165
ATP5L	EIF4B	1848205	1845052	9606.ENSP00000300688	9606.ENSP00000262056	0	0	0	0	0.159	0	0	0.048	0.165
GNAI2	PTPRE	1849590	1844313	9606.ENSP00000312999	9606.ENSP00000254667	0	0	0	0	0.060	0.107	0	0.085	0.165
VAMP8	CTSH	1845428	1842779	9606.ENSP00000263864	9606.ENSP00000220166	0	0	0	0	0.164	0	0	0	0.165
MYL6	YWHAQ	1862334	1843478	9606.ENSP00000446714	9606.ENSP00000238081	0	0	0	0	0.074	0.065	0	0.113	0.165
APOBEC3G	HLA-C	1859014	1856460	9606.ENSP00000385057	9606.ENSP00000365402	0	0	0	0	0	0	0	0.166	0.165
SEC61B	PSME2	1842987	1842623	9606.ENSP00000223641	9606.ENSP00000216802	0	0	0	0	0.158	0	0	0.049	0.165
CLEC7A	PLBD1	1848422	1843571	9606.ENSP00000302569	9606.ENSP00000240617	0	0	0	0	0.165	0	0	0	0.165
RHOA	LDHB	1860210	1843197	9606.ENSP00000400175	9606.ENSP00000229319	0	0	0	0	0.100	0.066	0	0.087	0.165
CSTB	PFN1	1847296	1843040	9606.ENSP00000291568	9606.ENSP00000225655	0	0	0	0	0.127	0	0	0.081	0.165
CSF3R	FYN	1855831	1853081	9606.ENSP00000362195	9606.ENSP00000346671	0	0	0	0	0.045	0	0	0.162	0.165
SET	TSPO	1855735	1851096	9606.ENSP00000361777	9606.ENSP00000328973	0	0	0	0	0	0	0	0.165	0.165
TKT	TSPO	1860530	1851096	9606.ENSP00000405455	9606.ENSP00000328973	0	0	0	0	0.100	0	0	0.111	0.165
C10orf54	ANXA5	1858253	1847746	9606.ENSP00000378409	9606.ENSP00000296511	0	0	0	0	0	0	0	0.166	0.165
DYNLL1	MYL12A	1843632	1842673	9606.ENSP00000242577	9606.ENSP00000217652	0	0	0	0	0.104	0	0	0.106	0.165
UQCRH	SEC61B	1849197	1842987	9606.ENSP00000309565	9606.ENSP00000223641	0	0	0	0	0.159	0	0	0.047	0.165
ATP6V0B	SEC11A	1861883	1846006	9606.ENSP00000431605	9606.ENSP00000268220	0.064	0	0	0	0.053	0	0	0.134	0.165
CASP1	APOBEC3G	1860827	1859014	9606.ENSP00000410076	9606.ENSP00000385057	0	0	0	0	0.094	0	0	0.116	0.165
AAK1	CMTM6	1859169	1842431	9606.ENSP00000386456	9606.ENSP00000205636	0	0	0	0	0.152	0	0	0.056	0.165
SEPT7	HSP90AA1	1858681	1851814	9606.ENSP00000381992	9606.ENSP00000335153	0	0	0	0	0.104	0	0	0.105	0.165
EIF3F	LDHB	1849251	1843197	9606.ENSP00000310040	9606.ENSP00000229319	0	0	0	0	0.119	0	0	0.090	0.165
CLIC1	PGK1	1856376	1855883	9606.ENSP00000364934	9606.ENSP00000362413	0	0	0	0	0	0	0	0.165	0.165
